"timestamp [UTC]",message,severityLevel,itemType,customDimensions,"operation_Id","operation_ParentId","client_Type","client_IP","client_City","client_StateOrProvince","client_CountryOrRegion","cloud_RoleName","cloud_RoleInstance",appId,appName,iKey,sdkVersion,itemId,itemCount
"8/15/2025, 7:39:57.205 PM","File ""/opt/python/3/lib/python3.12/importlib/__init__.py"", line 90, in import_module",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""/opt/python/3/lib/python3.12/importlib/__init__.py\"", line 90, in import_module"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c0f-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","return _bootstrap._gcd_import(name[level:], package, level)",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""return _bootstrap._gcd_import(name[level:], package, level)"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c11-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c12-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""<frozen importlib._bootstrap>"", line 1387, in _gcd_import",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""<frozen importlib._bootstrap>\"", line 1387, in _gcd_import"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c16-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""<frozen importlib._bootstrap>"", line 1360, in _find_and_load",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""<frozen importlib._bootstrap>\"", line 1360, in _find_and_load"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c19-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""<frozen importlib._bootstrap>"", line 1331, in _find_and_load_unlocked",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""<frozen importlib._bootstrap>\"", line 1331, in _find_and_load_unlocked"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c1c-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""<frozen importlib._bootstrap>"", line 935, in _load_unlocked",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""<frozen importlib._bootstrap>\"", line 935, in _load_unlocked"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c20-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""<frozen importlib._bootstrap_external>"", line 999, in exec_module",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""<frozen importlib._bootstrap_external>\"", line 999, in exec_module"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c25-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""<frozen importlib._bootstrap>"", line 488, in _call_with_frames_removed",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""<frozen importlib._bootstrap>\"", line 488, in _call_with_frames_removed"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c29-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","File ""/home/site/wwwroot/function_app.py"", line 6, in <module>",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""File \""/home/site/wwwroot/function_app.py\"", line 6, in <module>"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c2d-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","from azure.identity import DefaultAzureCredential",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""from azure.identity import DefaultAzureCredential"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c30-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.205 PM","ModuleNotFoundError: No module named 'azure.identity'",3,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Error"",""prop__{OriginalFormat}"":""ModuleNotFoundError: No module named 'azure.identity'"",""ProcessId"":""59"",""Category"":""Host.Function.Console""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c34-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.206 PM","ApplicationInsightsLoggerOptions
{
  ""SamplingSettings"": {
    ""EvaluationInterval"": ""00:00:15"",
    ""InitialSamplingPercentage"": 100.0,
    ""MaxSamplingPercentage"": 100.0,
    ""MaxTelemetryItemsPerSecond"": 20.0,
    ""MinSamplingPercentage"": 0.1,
    ""MovingAverageRatio"": 0.25,
    ""SamplingPercentageDecreaseTimeout"": ""00:02:00"",
    ""SamplingPercentageIncreaseTimeout"": ""00:15:00""
  },
  ""SamplingExcludedTypes"": ""Request"",
  ""SamplingIncludedTypes"": null,
  ""SnapshotConfiguration"": null,
  ""EnablePerformanceCountersCollection"": true,
  ""HttpAutoCollectionOptions"": {
    ""EnableHttpTriggerExtendedInfoCollection"": true,
    ""EnableW3CDistributedTracing"": true,
    ""EnableResponseHeaderInjection"": true
  },
  ""LiveMetricsInitializationDelay"": ""00:00:15"",
  ""EnableLiveMetrics"": true,
  ""EnableLiveMetricsFilters"": false,
  ""EnableQueryStringTracing"": false,
  ""EnableDependencyTracking"": true,
  ""DependencyTrackingOptions"": null,
  ""TokenCredentialOptions"": null,
  ""DiagnosticsEventListenerLogLevel"": null,
  ""EnableAutocollectedMetricsExtractor"": false,
  ""EnableMetricsCustomDimensionOptimization"": false,
  ""EnableAdaptiveSamplingDelay"": true,
  ""AdaptiveSamplingInitializationDelay"": ""00:00:15""
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""ApplicationInsightsLoggerOptions\n{\n  \""SamplingSettings\"": {\n    \""EvaluationInterval\"": \""00:00:15\"",\n    \""InitialSamplingPercentage\"": 100.0,\n    \""MaxSamplingPercentage\"": 100.0,\n    \""MaxTelemetryItemsPerSecond\"": 20.0,\n    \""MinSamplingPercentage\"": 0.1,\n    \""MovingAverageRatio\"": 0.25,\n    \""SamplingPercentageDecreaseTimeout\"": \""00:02:00\"",\n    \""SamplingPercentageIncreaseTimeout\"": \""00:15:00\""\n  },\n  \""SamplingExcludedTypes\"": \""Request\"",\n  \""SamplingIncludedTypes\"": null,\n  \""SnapshotConfiguration\"": null,\n  \""EnablePerformanceCountersCollection\"": true,\n  \""HttpAutoCollectionOptions\"": {\n    \""EnableHttpTriggerExtendedInfoCollection\"": true,\n    \""EnableW3CDistributedTracing\"": true,\n    \""EnableResponseHeaderInjection\"": true\n  },\n  \""LiveMetricsInitializationDelay\"": \""00:00:15\"",\n  \""EnableLiveMetrics\"": true,\n  \""EnableLiveMetricsFilters\"": false,\n  \""EnableQueryStringTracing\"": false,\n  \""EnableDependencyTracking\"": true,\n  \""DependencyTrackingOptions\"": null,\n  \""TokenCredentialOptions\"": null,\n  \""DiagnosticsEventListenerLogLevel\"": null,\n  \""EnableAutocollectedMetricsExtractor\"": false,\n  \""EnableMetricsCustomDimensionOptimization\"": false,\n  \""EnableAdaptiveSamplingDelay\"": true,\n  \""AdaptiveSamplingInitializationDelay\"": \""00:00:15\""\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c37-7a0f-11f0-8586-7c1e525c16d3",1
"8/15/2025, 7:39:57.207 PM","LoggerFilterOptions
{
  ""MinLevel"": ""None"",
  ""Rules"": [
    {
      ""ProviderName"": null,
      ""CategoryName"": null,
      ""LogLevel"": ""Warning"",
      ""Filter"": null
    },
    {
      ""ProviderName"": null,
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": ""None"",
      ""Filter"": null
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": null,
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": ""None"",
      ""Filter"": null
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": null,
      ""Filter"": ""<AddFilter>b__0""
    },
    {
      ""ProviderName"": ""Microsoft.Azure.WebJobs.Logging.ApplicationInsights.ApplicationInsightsLoggerProvider"",
      ""CategoryName"": null,
      ""LogLevel"": ""Trace"",
      ""Filter"": null
    }
  ]
}",1,trace,"{""HostInstanceId"":""2860ddff-abb0-4e06-bf43-4020051fe7b8"",""LogLevel"":""Information"",""prop__{OriginalFormat}"":""LoggerFilterOptions\n{\n  \""MinLevel\"": \""None\"",\n  \""Rules\"": [\n    {\n      \""ProviderName\"": null,\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""Warning\"",\n      \""Filter\"": null\n    },\n    {\n      \""ProviderName\"": null,\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""None\"",\n      \""Filter\"": null\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.WebHostSystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": null,\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""None\"",\n      \""Filter\"": null\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Script.WebHost.Diagnostics.SystemLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": null,\n      \""Filter\"": \""<AddFilter>b__0\""\n    },\n    {\n      \""ProviderName\"": \""Microsoft.Azure.WebJobs.Logging.ApplicationInsights.ApplicationInsightsLoggerProvider\"",\n      \""CategoryName\"": null,\n      \""LogLevel\"": \""Trace\"",\n      \""Filter\"": null\n    }\n  ]\n}"",""ProcessId"":""59"",""Category"":""Microsoft.Azure.WebJobs.Hosting.OptionsLoggingService""}",,,PC,"0.0.0.0",,,,weathercrawler,"5E1095C7-638908823427522793","321692c3-b6a0-48aa-81af-95052d414534","/subscriptions/4b6eeb8f-d09a-4d05-bd9c-705cd7509dd3/resourcegroups/climaguate_rg/providers/microsoft.insights/components/weathercrawler","2d020a19-5b68-487b-bc9b-b65001e423e1","azurefunctions: 4.1041.200.1","b5ec7c3c-7a0f-11f0-8586-7c1e525c16d3",1
